time,airspeed,gx,gy,gz,damage,crash_flag
935.1835139356554,1.03041104573315,0.35968172550201416,-24.228662490844727,-13.800593376159668,0,0
935.3170139379799,4.046624927591008,0.3283165693283081,-25.36792755126953,-6.9042067527771,0,0
935.4505139403045,7.227440129177022,-0.22144179046154022,-22.171159744262695,-10.455851554870605,0,0
935.5835139416158,10.09864069266556,0.15656277537345886,-19.388010025024414,-9.604247093200684,0,0
935.7170139439404,12.622944521379038,-0.3126835227012634,-17.194961547851562,-10.52060604095459,0,0
935.850513946265,14.832342798356263,0.10983629524707794,-14.683281898498535,-10.00054931640625,0,0
935.9835139475763,16.764597792651415,0.30004650354385376,-13.064117431640625,-9.769088745117188,0,0
936.1170139499009,18.455446848385026,-0.06182745844125748,-11.313308715820312,-10.029911994934082,0,0
936.2505139522254,19.928714144585154,-0.03573701158165932,-9.579366683959961,-9.88123893737793,0,0
936.3835139535367,21.219271377366244,0.10554438084363937,-8.489603996276855,-9.729466438293457,0,0
936.5170139558613,22.34750146289011,0.0666399896144867,-7.388716697692871,-9.887113571166992,0,0
936.6505139581859,23.3308268443086,-0.17828978598117828,-6.484588623046875,-9.84001636505127,0,0
936.7835139594972,24.19371611451931,0.04298700392246246,-5.373404502868652,-9.757079124450684,0,0
936.9170139618218,24.94836787866479,-0.07545773684978485,-5.267119407653809,-10.153716087341309,0,0
937.0505139641464,25.605914192458677,0.06335285305976868,-4.357870101928711,-9.858888626098633,0,0
937.1835139654577,26.178993430802432,0.11812843382358551,-4.180905818939209,-10.063711166381836,0,0
937.3170139677823,26.67847589452618,-0.00846640020608902,-3.4412620067596436,-9.922819137573242,0,0
937.4505139701068,27.11329594907673,-0.16165150701999664,-3.0375030040740967,-10.090611457824707,0,0
937.5835139714181,27.492144149211086,-0.06993642449378967,-2.3998234272003174,-9.949624061584473,0,0
937.7170139737427,27.82450163002556,0.12570227682590485,-2.299203872680664,-9.622392654418945,0,0
937.8505139760673,28.11155711981283,-0.008336871862411499,-1.4871803522109985,-9.808658599853516,0,0
937.9835139773786,28.36933104319266,0.11755552887916565,-1.5655959844589233,-9.682291030883789,0,0
938.1170139797032,28.593193550650785,0.1636044979095459,-2.00447940826416,-9.843719482421875,0,0
938.2505139820278,28.78673495502415,0.05699990317225456,-0.7929779291152954,-9.790634155273438,0,0
938.3835139833391,28.954963950745068,-0.10264811664819717,-0.7521171569824219,-9.851569175720215,0,0
938.5170139856637,29.107229327057972,-0.16887785494327545,-1.335355520248413,-9.790552139282227,0,0
938.6505139879882,29.237070309590276,-0.1655701845884323,-1.042351245880127,-9.7803316116333,0,0
938.7835139892995,29.350252557379605,0.03791728615760803,-0.28919392824172974,-9.818814277648926,0,0
938.9170139916241,29.453086026798275,0.001771043986082077,-0.36631467938423157,-9.877646446228027,0,0
939.0505139939487,29.542447944936452,0.10761900991201401,-0.9687895774841309,-9.84182357788086,0,0
939.18351399526,29.616911132750367,0.10309195518493652,-0.1327083557844162,-9.865171432495117,0,0
939.3170139975846,29.687232560466843,0.10682287812232971,-0.6010016202926636,-9.763998031616211,0,0
939.4505139999092,29.741867916814506,0.09606538712978363,-0.022661343216896057,-9.86894416809082,0,0
939.5835140012205,29.79692884374199,-0.055285751819610596,-0.6637095212936401,-9.683435440063477,0,0
939.717014003545,29.842338745766053,0.13731350004673004,-0.3307640552520752,-9.783510208129883,0,0
939.8505140058696,29.877797432332766,-0.015624422580003738,0.06364592909812927,-9.945005416870117,0,0
939.9835140071809,29.913234811928984,-0.034062884747982025,-0.228559672832489,-9.944230079650879,0,0
940.1170140095055,29.94578680658413,-0.02071167342364788,-0.4957919120788574,-9.828035354614258,0,0
940.2505140118301,29.97216679708563,0.050662197172641754,-0.08801217377185822,-9.742680549621582,0,0
940.3835140131414,29.9934449261373,-0.03316991776227951,-0.03570461645722389,-9.79481029510498,0,0
940.517014015466,30.012791254390113,-0.03560664504766464,0.12217086553573608,-9.76546859741211,0,0
940.6505140177906,30.028488932188687,-0.0034088268876075745,0.10144990682601929,-9.876564979553223,0,0
940.7835140191019,30.045538459074155,-0.02863897569477558,-0.06472426652908325,-9.700919151306152,0,0
940.9170140214264,30.059232575588233,0.13983452320098877,-0.28507280349731445,-9.922933578491211,0,0
941.0170140229166,21.724222591797442,-37.98576736450195,140.7815704345703,-48.92999267578125,42462,1
941.1505140252411,16.01189245215017,5.1498823165893555,-22.584075927734375,3.2633614540100098,42659,1
941.2835140265524,15.12626348382536,-4.5320892333984375,11.84079647064209,-2.1097285747528076,42743,1
941.417014028877,14.528823019881209,-5.013045787811279,5.464948654174805,-16.890819549560547,42770,1
941.5505140312016,13.78915299015671,5.828976154327393,8.290233612060547,-14.946707725524902,42776,1
941.6835140325129,12.892366373779831,-1.0334502458572388,1.865561842918396,-4.594213962554932,42779,1
941.8170140348375,12.532229170107305,0.5399101972579956,1.0372272729873657,-12.76768684387207,42779,1
941.9505140371621,12.039578318814476,-6.176837921142578,10.335275650024414,-11.157049179077148,42779,0
942.0835140384734,10.523297785053762,-1.8125470876693726,10.100759506225586,-8.877083778381348,42779,0
942.217014040798,9.306178087856452,0.4157920479774475,10.19886302947998,-7.020261287689209,42779,0
942.3505140431225,8.130071542211974,0.9656742811203003,6.2079620361328125,-10.21381950378418,42779,0
942.4835140444338,6.9079575422596475,-0.4824601113796234,7.377399444580078,-10.595534324645996,42779,0
942.6170140467584,5.644024799764618,-0.3626236915588379,12.399856567382812,-7.632651329040527,42779,0
942.750514049083,4.348625673342484,1.1878975629806519,11.639054298400879,-7.54686975479126,42779,0
942.8835140503943,2.962083280857742,2.159954786300659,8.286069869995117,-9.769367218017578,42779,0
943.0170140527189,1.4642080842245437,0.2626674771308899,11.227662086486816,-9.547101020812988,42779,0
943.1505140550435,0.5129584504618082,0.13710691034793854,3.8941967487335205,-9.689353942871094,42779,0
943.2835140563548,0.2732627915377758,-0.16843271255493164,0.5149425268173218,-7.465768337249756,42779,0
943.4170140586793,0.18302509704468745,0.8920671343803406,-2.309614658355713,-11.489415168762207,42779,0
943.5505140610039,0.1483151272117561,0.9112343788146973,-0.33340156078338623,-9.61838150024414,42779,0
943.6835140623152,0.11709416960388604,-0.8260526657104492,-0.4782930016517639,-10.627159118652344,42779,0
943.8170140646398,0.09229362120316471,0.35006457567214966,3.244687557220459,-7.878190040588379,42779,0
943.9505140669644,0.09475157925616198,0.5201302766799927,-4.864503860473633,-11.611560821533203,42779,0
944.0835140682757,0.07243834339337948,-0.021127820014953613,1.3412078619003296,-9.475936889648438,42779,0
944.2170140706003,0.06789876153010488,-0.42588698863983154,0.4916694164276123,-9.556361198425293,42779,0
944.3505140729249,0.0787642190192894,0.19019614160060883,1.007359504699707,-9.274764060974121,42779,0
944.4835140742362,0.08154592215059728,0.5680796504020691,-3.246090888977051,-10.749799728393555,42779,0
944.6170140765607,0.06835613632214327,-0.5202139019966125,1.8951549530029297,-9.643370628356934,42779,0
944.7505140788853,0.058378253723817886,-0.28819558024406433,2.0701234340667725,-8.635688781738281,42779,0
944.8835140801966,0.05854558583397888,0.40029698610305786,-2.471024990081787,-10.583268165588379,42779,0
945.0170140825212,0.04357098986207183,0.05126979947090149,0.6927317380905151,-9.774736404418945,42779,0
945.1505140848458,0.053584744335803326,-0.5857475996017456,1.4194583892822266,-9.487117767333984,42779,0
